manufacturer,code,name,substrate,coating_family,thickness_mm,actual_thickness_mm,temper_mode,exposure_rule,allowed_surfaces,edge_deletion,deposition,legacy_code,notes,review,igdb_coating,igdb_substrate,igdb_tvis,igdb_tsol,igdb_emis2,igdb_version,igdb_id
Guardian,,ClimaGuard 70-C3_060P-030nP_Gn3,,uncoated,8,8.230,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 70-C3_060P-030nP_Gn3,0.486,0.201,0.840,IGDB v101.0,26422
Guardian,,ClimaGuard 70-C3_060P-030yP_C3,,uncoated,8,8.230,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 70-C3_060P-030yP_C3,0.332,0.163,0.840,IGDB v101.0,26382
Guardian,,ClimaGuard 70-C3_060P-030yP_Gy3,,uncoated,8,8.255,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 70-C3_060P-030yP_Gy3,0.231,0.119,0.840,IGDB v101.0,26390
Guardian,,ClimaGuard 70-C3_060P-030zP_Bz3.grd,,uncoated,8,8.382,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 70-C3_060P-030zP_Bz3.grd,0.284,0.135,0.840,IGDB v101.0,26418
Guardian,,ClimaGuard 70-C3_060P-030zP_C3,,uncoated,8,8.230,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 70-C3_060P-030zP_C3,0.377,0.178,0.840,IGDB v101.0,26394
Guardian,,ClimaGuard 70-C3_060yP-030P_C3,,uncoated,8,8.230,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 70-C3_060yP-030P_C3,0.170,0.093,0.840,IGDB v101.0,26386
Guardian,,ClimaGuard 70-C3_060yP-030P_Gy3,,uncoated,8,8.255,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 70-C3_060yP-030P_Gy3,0.118,0.069,0.840,IGDB v101.0,26391
Guardian,,ClimaGuard 70-C3_060zP-030P_C3,,uncoated,8,8.230,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 70-C3_060zP-030P_C3,0.219,0.110,0.840,IGDB v101.0,26420
Guardian,,ClimaGuard 70-C3_075P-015LP_C3,,uncoated,8,8.230,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 70-C3_075P-015LP_C3,0.572,0.259,0.840,IGDB v101.0,26402
Guardian,,ClimaGuard 70-C3_090P_C3,,uncoated,8,8.230,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 70-C3_090P_C3,0.653,0.295,0.840,IGDB v101.0,26380
Guardian,,ClimaGuard 70-C3_090P_Gn3,,uncoated,8,8.230,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 70-C3_090P_Gn3,0.594,0.242,0.840,IGDB v101.0,26398
Guardian,,ClimaGuard 70-C3_090P_Gy3,,uncoated,8,8.255,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 70-C3_090P_Gy3,0.453,0.213,0.840,IGDB v101.0,26383
Guardian,,ClimaGuard 70-C3_090yP_C3,,uncoated,8,8.230,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 70-C3_090yP_C3,0.087,0.055,0.840,IGDB v101.0,26388
Guardian,,ClimaGuard 70-C3(2)/PVB-2.28mm/MG3,,uncoated,8,8.230,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 70-C3(2)/PVB-2.28mm/MG3,0.195,0.087,0.840,IGDB v108.0,26267
Guardian,,ClimaGuard 70-C5(2)/PVB-2.28mm/ATG,,uncoated,8,7.620,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 70-C5(2)/PVB-2.28mm/ATG,0.657,0.299,0.840,IGDB v107.0,26453
Guardian,,ClimaGuard 70-C5(2)/SGP-2.28mm/ATG,,uncoated,8,7.620,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 70-C5(2)/SGP-2.28mm/ATG,0.643,0.289,0.840,IGDB v107.0,26455
Guardian,,ClimaGuard 70-C6(2)/PVB-2.28mm/ATG,,uncoated,8,8.611,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 70-C6(2)/PVB-2.28mm/ATG,0.654,0.296,0.840,IGDB v107.0,26461
Guardian,,ClimaGuard 70-C6(2)/SGP-2.28mm/ATG,,uncoated,8,8.611,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 70-C6(2)/SGP-2.28mm/ATG,0.640,0.286,0.840,IGDB v107.0,26463
Guardian,,ClimaGuard 70-GN5(2)/PVB-2.28mm/ATG,,uncoated,8,7.620,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 70-GN5(2)/PVB-2.28mm/ATG,0.573,0.226,0.840,IGDB v108.0,26482
Guardian,,ClimaGuard 70-GN5(2)/SGP-2.28mm/ATG,,uncoated,8,7.620,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 70-GN5(2)/SGP-2.28mm/ATG,0.571,0.227,0.840,IGDB v108.0,26488
Guardian,,ClimaGuard 70-GN6(2)/PVB-2.28mm/ATG,,uncoated,8,8.611,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 70-GN6(2)/PVB-2.28mm/ATG,0.554,0.213,0.840,IGDB v108.0,26484
Guardian,,ClimaGuard 70-GN6(2)/SGP-2.28mm/ATG,,uncoated,8,8.611,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 70-GN6(2)/SGP-2.28mm/ATG,0.552,0.214,0.840,IGDB v108.0,26490
Guardian,,ClimaGuard 70-GY3(2)/PVB-2.28mm/C3,,uncoated,8,8.230,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 70-GY3(2)/PVB-2.28mm/C3,0.454,0.210,0.840,IGDB v108.0,26278
Guardian,,ClimaGuard 70-Gy5(2)/PVB-2.28mm/ATG,,uncoated,8,7.620,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 70-Gy5(2)/PVB-2.28mm/ATG,0.373,0.177,0.840,IGDB v107.0,26457
Guardian,,ClimaGuard 70-Gy5(2)/SGP-2.28mm/ATG,,uncoated,8,7.620,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 70-Gy5(2)/SGP-2.28mm/ATG,0.365,0.171,0.840,IGDB v107.0,26459
Guardian,,ClimaGuard 70-Gy6(2)/PVB-2.28mm/ATG,,uncoated,8,8.611,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 70-Gy6(2)/PVB-2.28mm/ATG,0.329,0.157,0.840,IGDB v107.0,26465
Guardian,,ClimaGuard 70-Gy6(2)/SGP-2.28mm/ATG,,uncoated,8,8.611,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 70-Gy6(2)/SGP-2.28mm/ATG,0.322,0.152,0.840,IGDB v107.0,26467
Guardian,,ClimaGuard 70-MG5(2)/PVB-2.28mm/ATG,,uncoated,8,7.620,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 70-MG5(2)/PVB-2.28mm/ATG,0.101,0.046,0.840,IGDB v108.0,26483
Guardian,,ClimaGuard 70-MG5(2)/SGP-2.28mm/ATG,,uncoated,8,7.620,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 70-MG5(2)/SGP-2.28mm/ATG,0.101,0.046,0.840,IGDB v108.0,26489
Guardian,,ClimaGuard 70-MG6(2)/PVB-2.28mm/ATG,,uncoated,8,8.611,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 70-MG6(2)/PVB-2.28mm/ATG,0.068,0.030,0.840,IGDB v108.0,26485
Guardian,,ClimaGuard 70-MG6(2)/SGP-2.28mm/ATG,,uncoated,8,8.611,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 70-MG6(2)/SGP-2.28mm/ATG,0.068,0.031,0.840,IGDB v108.0,26491
Guardian,,"ClimaGuard 72/57 exposed clr Lam, 3mm+.090PVB+3mm",,uncoated,8,8.230,,,,,,,,подложку определить не удалось — проверь,,"ClimaGuard 72/57 exposed clr Lam, 3mm+.090PVB+",0.769,0.446,0.837,IGDB v47.0,26173
Guardian,,"ClimaGuard 72/57 exposed clr Lam, 3mm+.090SGP+3mm",,uncoated,8,8.230,,,,,,,,подложку определить не удалось — проверь,,"ClimaGuard 72/57 exposed clr Lam, 3mm+.090SGP+",0.770,0.449,0.837,IGDB v47.0,26174
Guardian,,"ClimaGuard IS-20 exposed clr Lam, 2.7mm+.090+2.7mm",,uncoated,8,7.569,,,,,,,,подложку определить не удалось — проверь,,"ClimaGuard IS-20 exposed clr Lam, 2.7mm+.090+",0.853,0.669,0.198,IGDB v18.1,3309
Guardian,,"ClimaGuard IS-20 exposed clr Lam, 2mm+.030+2mm",,uncoated,8,7.468,,,,,,,,подложку определить не удалось — проверь,,"ClimaGuard IS-20 exposed clr Lam, 2mm+.030+",0.855,0.671,0.198,IGDB v18.1,3311
Guardian,,"ClimaGuard IS-20 exposed clr Lam, 3mm+.090+3mm",,uncoated,8,8.230,,,,,,,,подложку определить не удалось — проверь,,"ClimaGuard IS-20 exposed clr Lam, 3mm+.090+",0.851,0.659,0.198,IGDB v18.1,3312
Guardian,,"ClimaGuard IS-20 exposed clr Lam, 4mm+.030+4mm",,uncoated,8,8.433,,,,,,,,подложку определить не удалось — проверь,,"ClimaGuard IS-20 exposed clr Lam, 4mm+.030+",0.853,0.661,0.198,IGDB v18.1,3313
Guardian,,SGSN68CClr8,,uncoated,8,7.620,,,,,,,,подложку определить не удалось — проверь,,SGSN68CClr8,0.764,0.394,0.039,IGDB v101.0,26361
Guardian,,SGSNE50CClr8,,uncoated,8,7.620,,,,,,,,подложку определить не удалось — проверь,,SGSNE50CClr8,0.541,0.242,0.026,IGDB v101.0,26364
Guardian,,SGSNR50CClr8,,uncoated,8,7.620,,,,,,,,подложку определить не удалось — проверь,,SGSNR50CClr8,0.536,0.246,0.029,IGDB v101.0,26370
Guardian,,SGSNX70+CClr8,,uncoated,8,7.620,,,,,,,,подложку определить не удалось — проверь,,SGSNX70+CClr8,0.733,0.280,0.018,IGDB v101.0,26096
Guardian,,SNX5123CClr8,,uncoated,8,7.620,,,,,,,,подложку определить не удалось — проверь,,SNX5123CClr8,0.571,0.215,0.021,IGDB v101.0,26367
Guardian,,SNX6227CClr8,,uncoated,8,7.620,,,,,,,,подложку определить не удалось — проверь,,SNX6227CClr8,0.692,0.262,0.021,IGDB v101.0,26373
Guardian,,SunGuard IS 20 Interior Surface LE on 8mm clear,clear,lowe,8,7.468,,,,,,,,,SunGuard IS 20 Interior Surface LE,clear,0.858,0.697,0.198,IGDB v20.0,3169
Guardian,,SunGuard IS 20 Interior Surface on 8mm UltraClear,clear,lowe,8,7.468,,,,,,,,,SunGuard IS 20 Interior Surface,UltraClear,0.883,0.805,0.198,IGDB v52.0,26112
Guardian,,SunGuard Neutral 78/65 on 8mm Clear,clear,lowe,8,7.468,,,,,,,,,SunGuard Neutral 78/65,Clear,0.861,0.632,0.840,IGDB v30.0,3401
Guardian,,SunGuard Neutral 78/65 on 8mm UltraClear,clear,lowe,8,7.468,,,,,,,,,SunGuard Neutral 78/65,UltraClear,0.886,0.723,0.089,IGDB v52.0,3404
Guardian,,SunGuard SNE 50/25 on 8mm Clear,clear,lowe,8,7.468,,,,,,,,,SunGuard SNE 50/25,Clear,0.534,0.234,0.026,IGDB v90.0,26259
Guardian,,SunGuard SNE 50/25 on 8mm UltraClear,clear,lowe,8,7.468,,,,,,,,,SunGuard SNE 50/25,UltraClear,0.547,0.248,0.026,IGDB v90.0,26253
Guardian,,SunGuard SNR 35 on 8mm Clear,clear,lowe,8,7.468,,,,,,,,,SunGuard SNR 35,Clear,0.363,0.148,0.029,IGDB v82.0,26281
Guardian,,SunGuard SNR 35 on 8mm UltraClear,clear,lowe,8,7.468,,,,,,,,,SunGuard SNR 35,UltraClear,0.372,0.157,0.029,IGDB v82.0,26287
Guardian,,SunGuard SNR 43 on 8 mm CrystalClear,clear,lowe,8,7.468,,,,,,,,,SunGuard SNR 43,CrystalClear,0.483,0.218,0.025,IGDB v107.0,26376
Guardian,,SunGuard SNR 43 on 8mm Clear,clear,lowe,8,7.468,,,,,,,,,SunGuard SNR 43,Clear,0.474,0.209,0.025,IGDB v20.0,3426
Guardian,,SunGuard SNR 43 on 8mm Green,tinted,lowe,8,7.468,,,,,,,,,SunGuard SNR 43,Green,0.381,0.143,0.025,IGDB v20.0,3429
Guardian,,SunGuard SNR 43 on 8mm UltraClear,clear,lowe,8,7.468,,,,,,,,,SunGuard SNR 43,UltraClear,0.488,0.223,0.025,IGDB v52.0,3435
Guardian,,SunGuard SNR 50 on 8mm Clear,clear,lowe,8,7.468,,,,,,,,,SunGuard SNR 50,Clear,0.529,0.237,0.029,IGDB v82.0,26293
Guardian,,SunGuard SNR 50 on 8mm UltraClear,clear,lowe,8,7.468,,,,,,,,,SunGuard SNR 50,UltraClear,0.543,0.251,0.029,IGDB v82.0,26299
Guardian,,SunGuard SNX 51/23 on 8mm UltraClear,clear,lowe,8,7.468,,,,,,,,,SunGuard SNX 51/23,UltraClear,0.578,0.220,0.021,IGDB v52.0,26140
Guardian,,SunGuard SNX 51/23 on Clear 8 mm,clear,lowe,8,7.468,,,,,,,,,SunGuard SNX 51/23,Clear,0.562,0.210,0.021,IGDB v35.0,26144
Guardian,,SunGuard SNX 51/23 on Green 8 mm,tinted,lowe,8,7.468,,,,,,,,,SunGuard SNX 51/23,Green,0.453,0.155,0.021,IGDB v35.0,26148
Guardian,,SunGuard SNX 60+ on 8 mm Clear,clear,lowe,8,7.468,,,,,,,,,SunGuard SNX 60+,Clear,0.661,0.239,0.021,IGDB v107.0,26079
Guardian,,SunGuard SNX 60+ on 8 mm CrystalClear,clear,lowe,8,7.468,,,,,,,,,SunGuard SNX 60+,CrystalClear,0.671,0.244,0.021,IGDB v107.0,26128
Guardian,,SunGuard SNX 60+ on 8 mm UltraClear,clear,lowe,8,7.468,,,,,,,,,SunGuard SNX 60+,UltraClear,0.679,0.248,0.021,IGDB v107.0,26177
Guardian,,SunGuard SNX 62/27 on 8mm Clear,clear,lowe,8,7.468,,,,,,,,,SunGuard SNX 62/27,Clear,0.682,0.255,0.020,IGDB v19.0,3414
Guardian,,SunGuard SNX 62/27 on 8mm UltraClear,clear,lowe,8,7.468,,,,,,,,,SunGuard SNX 62/27,UltraClear,0.701,0.267,0.021,IGDB v52.0,3423
Guardian,,SunGuard SNX 70+ on 8 mm Clear,clear,lowe,8,7.468,,,,,,,,,SunGuard SNX 70+,Clear,0.723,0.273,0.018,IGDB v94.0,26089
Guardian,,SunGuard SNX 70+ on 8 mm UltraClear,clear,lowe,8,7.468,,,,,,,,,SunGuard SNX 70+,UltraClear,0.741,0.285,0.018,IGDB v94.0,26085
Guardian,,SunGuard SuperNeutral 54 on 8mm Clear,clear,lowe,8,7.468,,,,,,,,,SunGuard SuperNeutral 54,Clear,0.597,0.267,0.027,IGDB v106.0,3160
Guardian,,SunGuard SuperNeutral 54 on 8mm UltraClear,clear,lowe,8,7.468,,,,,,,,,SunGuard SuperNeutral 54,UltraClear,0.612,0.283,0.027,IGDB v52.0,3100
Guardian,,"SunGuard SuperNeutral 68 inside (3+.060""+3) clear",clear,uncoated,8,7.468,,,,,,,,,,"SunGuard SuperNeutral 68 inside (3+.060""+3) clear",0.685,0.310,0.840,IGDB v17.0,3087
Guardian,,"SunGuard SuperNeutral 68 inside (3+.090""+3) clear",clear,uncoated,8,8.230,,,,,,,,,,"SunGuard SuperNeutral 68 inside (3+.090""+3) clear",0.682,0.308,0.840,IGDB v17.0,3088
Guardian,,SunGuard SuperNeutral 68 on 8mm Clear,clear,lowe,8,7.468,,,,,,,,,SunGuard SuperNeutral 68,Clear,0.750,0.372,0.039,IGDB v20.0,3084
Guardian,,SunGuard SuperNeutral 68 on 8mm UltraClear,clear,lowe,8,7.468,,,,,,,,,SunGuard SuperNeutral 68,UltraClear,0.772,0.404,0.039,IGDB v52.0,3189
Guardian,,SunGuard Window 64 C3(2)/060P/C3,,uncoated,8,7.468,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,SunGuard Window 64 C3(2)/060P/C3,0.611,0.233,0.840,IGDB v107.0,26424
Guardian,,SunGuard Window 64 C3(2)/090P/C3,,uncoated,8,8.230,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,SunGuard Window 64 C3(2)/090P/C3,0.608,0.230,0.840,IGDB v107.0,26356
Guardian,,10 mm Clear Float Glass,clear,uncoated,10,9.068,,,,,,,,,,10 mm Clear Float Glass,0.881,0.759,0.840,IGDB v43.0,3018
Guardian,,10mm CrystalClear Float Glass,clear,uncoated,10,9.068,,,,,,,,,,10mm CrystalClear Float Glass,0.897,0.845,0.840,IGDB v96.0,3050
Guardian,,10mm Green Float Glass,tinted,uncoated,10,9.068,,,,,,,,,,10mm Green Float Glass,0.664,0.314,0.840,IGDB v48.0,3028
Guardian,,10mm UltraClear Float Glass,clear,uncoated,10,9.068,,,,,,,,,,10mm UltraClear Float Glass,0.907,0.887,0.840,IGDB v52.0,3007
Guardian,,"Bronz laminate (4mm+[.045"",.015""Brz,.045""]PVB+4mm)",,uncoated,10,10.338,,,,,,,,подложку определить не удалось — проверь,,"Bronz laminate (4mm+[.045"",.015""Brz,.045""]PVB+4mm)",0.499,0.458,0.840,IGDB v15.0,3182
Guardian,,"Clear laminate (4mm+.060""PVB+4mm)",clear,uncoated,10,9.195,,,,,,,,,,"Clear laminate (4mm+.060""PVB+4mm)",0.880,0.715,0.840,IGDB v47.0,3075
Guardian,,"Clear laminate (4mm+.090""PVB+4mm)",clear,uncoated,10,9.957,,,,,,,,,,"Clear laminate (4mm+.090""PVB+4mm)",0.877,0.701,0.840,IGDB v47.0,3172
Guardian,,"Clear laminate (5mm+.030""PVB+5mm)",clear,uncoated,10,10.008,,,,,,,,,,"Clear laminate (5mm+.030""PVB+5mm)",0.877,0.711,0.840,IGDB v47.0,3076
Guardian,,"Clear laminate (5mm+.060""PVB+5mm)",clear,uncoated,10,10.770,,,,,,,,,,"Clear laminate (5mm+.060""PVB+5mm)",0.874,0.693,0.840,IGDB v47.0,3077
Guardian,,ClimaGuard 62T-C3(2)/PVB-2.28/C5,,uncoated,10,9.982,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62T-C3(2)/PVB-2.28/C5,0.611,0.230,0.840,IGDB v89.0,26338
Guardian,,ClimaGuard 70-C3_090P_C5,,uncoated,10,9.881,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 70-C3_090P_C5,0.649,0.290,0.840,IGDB v101.0,26406
Guardian,,"ClimaGuard IS-20 exposed clr Lam, 4mm+.060+4mm",,uncoated,10,9.195,,,,,,,,подложку определить не удалось — проверь,,"ClimaGuard IS-20 exposed clr Lam, 4mm+.060+",0.848,0.647,0.198,IGDB v18.1,3314
Guardian,,"ClimaGuard IS-20 exposed clr Lam, 4mm+.090+4mm",,uncoated,10,9.957,,,,,,,,подложку определить не удалось — проверь,,"ClimaGuard IS-20 exposed clr Lam, 4mm+.090+",0.844,0.635,0.198,IGDB v18.1,3315
Guardian,,"ClimaGuard IS-20 exposed clr Lam, 5mm+.030+5mm",,uncoated,10,10.008,,,,,,,,подложку определить не удалось — проверь,,"ClimaGuard IS-20 exposed clr Lam, 5mm+.030+",0.847,0.640,0.198,IGDB v18.1,3316
Guardian,,"ClimaGuard IS-20 exposed clr Lam, 5mm+.060+5mm",,uncoated,10,10.770,,,,,,,,подложку определить не удалось — проверь,,"ClimaGuard IS-20 exposed clr Lam, 5mm+.060+",0.842,0.626,0.198,IGDB v18.1,3317
Guardian,,"Gray laminate (3.1+[.045"",.030""gray,.045""]PVB+3.1)",tinted,uncoated,10,9.347,,,,,,,,,,"Gray laminate (3.1+[.045"",.030""gray,.045""]PVB+3.1)",0.444,0.457,0.840,IGDB v15.0,3191
Guardian,,"Gray laminate (4mm+[.045"",.030""gray,.045""]PVB+4mm)",tinted,uncoated,10,10.719,,,,,,,,,,"Gray laminate (4mm+[.045"",.030""gray,.045""]PVB+4mm)",0.441,0.442,0.840,IGDB v15.0,3192
Guardian,,SGSN68CClr10,,uncoated,10,9.347,,,,,,,,подложку определить не удалось — проверь,,SGSN68CClr10,0.761,0.390,0.039,IGDB v101.0,26362
Guardian,,SGSNE50CClr10,,uncoated,10,9.347,,,,,,,,подложку определить не удалось — проверь,,SGSNE50CClr10,0.539,0.241,0.026,IGDB v101.0,26365
Guardian,,SGSNR50CClr10,,uncoated,10,9.347,,,,,,,,подложку определить не удалось — проверь,,SGSNR50CClr10,0.534,0.244,0.029,IGDB v101.0,26371
Guardian,,SGSNX70+CClr10,,uncoated,10,9.347,,,,,,,,подложку определить не удалось — проверь,,SGSNX70+CClr10,0.730,0.279,0.018,IGDB v101.0,26097
Guardian,,SNX5123CClr10,,uncoated,10,9.347,,,,,,,,подложку определить не удалось — проверь,,SNX5123CClr10,0.568,0.214,0.021,IGDB v101.0,26368
Guardian,,SNX6227CClr10,,uncoated,10,9.347,,,,,,,,подложку определить не удалось — проверь,,SNX6227CClr10,0.689,0.261,0.021,IGDB v101.0,26374
Guardian,,SunGuard IS 20 Interior Surface LE on 10mm clear,clear,lowe,10,9.093,,,,,,,,,SunGuard IS 20 Interior Surface LE,clear,0.852,0.674,0.198,IGDB v20.0,3170
Guardian,,SunGuard IS 20 Interior Surface on 10mmUltraClear,clear,lowe,10,9.068,,,,,,,,,SunGuard IS 20 Interior Surface,10mmUltraClear,0.882,0.800,0.198,IGDB v52.0,26113
Guardian,,SunGuard Neutral 78/65 on 10mm Clear,clear,lowe,10,9.068,,,,,,,,,SunGuard Neutral 78/65,Clear,0.855,0.613,0.840,IGDB v30.0,3402
Guardian,,SunGuard Neutral 78/65 on 10mm UltraClear,clear,lowe,10,9.068,,,,,,,,,SunGuard Neutral 78/65,UltraClear,0.885,0.720,0.089,IGDB v52.0,3405
Guardian,,SunGuard SNE 50/25 on 10mm Clear,clear,lowe,10,9.068,,,,,,,,,SunGuard SNE 50/25,Clear,0.530,0.230,0.026,IGDB v90.0,26260
Guardian,,SunGuard SNR 35 on 10mm Clear,clear,lowe,10,9.068,,,,,,,,,SunGuard SNR 35,Clear,0.360,0.146,0.029,IGDB v82.0,26282
Guardian,,SunGuard SNR 35 on 10mm UltraClear,clear,lowe,10,9.068,,,,,,,,,SunGuard SNR 35,UltraClear,0.371,0.156,0.029,IGDB v82.0,26288
Guardian,,SunGuard SNR 43 on 10 mm CrystalClear,clear,lowe,10,9.068,,,,,,,,,SunGuard SNR 43,CrystalClear,0.481,0.217,0.025,IGDB v107.0,26377
Guardian,,SunGuard SNR 43 on 10mm Clear,clear,lowe,10,9.068,,,,,,,,,SunGuard SNR 43,Clear,0.471,0.206,0.025,IGDB v20.0,3427
Guardian,,SunGuard SNR 43 on 10mm Green,tinted,lowe,10,9.068,,,,,,,,,SunGuard SNR 43,Green,0.362,0.132,0.025,IGDB v20.0,3430
Guardian,,SunGuard SNR 43 on 10mm UltraClear,clear,lowe,10,9.068,,,,,,,,,SunGuard SNR 43,UltraClear,0.487,0.223,0.025,IGDB v52.0,3436
Guardian,,SunGuard SNR 50 on 10mm Clear,clear,lowe,10,9.068,,,,,,,,,SunGuard SNR 50,Clear,0.526,0.233,0.029,IGDB v82.0,26294
Guardian,,SunGuard SNR 50 on 10mm UltraClear,clear,lowe,10,9.068,,,,,,,,,SunGuard SNR 50,UltraClear,0.542,0.250,0.029,IGDB v82.0,26300
